tweet,label
"looks ugly but... vegan provolone stuffed and smothered beyond burger with seared spinach, mushrooms, tomato, homemade onion rings, and jalapeño aioli on a toasted sesame bun with baked polenta fries :) #govegan https://t.co/qbQXYYGRYO",0
"If anyone likes Beyond Meat Burgers, Publix has a limited edition deal right now, with a box of 10 burgers $15.00 and it’s BOGO. I got a box of 10 for $7.50. Normally 2 burgers are $5.99 #gogetyousome",0
Remember the days when people add actual veggie burgers and didn’t just give you a beyond burger? I miss those days,1
"Veggie Burgers and Beyond Burgers, What to Look for with Dr. Julie Monica https://t.co/Xs4y01KwBi via @YouTube",0
"@Hardees I hope you bring back your Beyond Thickburger! It was so delicious and I finally had a filling, vegetarian fast food option. #beyondburger #hardees #vegfastfoodoptions",0
"@SheetzJobs please bring back the Beyond burger! You guys made it sooooo good and I finally had a tasty, filling, vegetarian fast food option. #beyondburger #sheetz",0
"I made a mathematical error when buying my beyond burger patties online, and now I have 40 of the Beyond Meat cookout patties. 4 boxes of 10 patties that came in two big boxes. When I clicked 2 I thought it was going to be two regular boxes of the stuff. Let me look up recipes... https://t.co/v45rWIhEd3",1
@Ry_2The_Ann Beyond trash!  The only lost eatery worth mourning in Cherry Hill is Bobby’s Burger Palace.,1
"I just met @cheftkilcoyne outside the Dodger Stadium vote center, offering Beyond Burgers &amp; turkey wraps to ppl who have cast ballots. @WCKitchen is also feeding voters in lines all over the U.S. — quite literally fueling democracy! 🍔✅ https://t.co/JmIQcaWucw",0
"@CBCTheNational @thomasdaigle OK, why are we surprised, if at the door there is a sticker saying ""Video Surveillance Beyond this point?""
What do you think they do with the video?
AI and Facial Recognition, can change the menu at McDs, salads and soups for girls, and fatty burgers for guys ...",1
"@DIYflixit @DC4LW Ich nehme meistens die Aldi-Nord Eigenmarke ""Wonder Burger"", weil ich da so oder so einkaufe.
Da gibt es im TK-Regal auch Beyond Meat.

Auch die von Lidl und irgendwelche von Edeka hab ich probiert.

Kann man alles gut nehmen. So groß finde ich die Unterschiede nicht.",1
"@thegrumpyloaf The beyond burgers are great. And the LM vegan burgers. Also like Tesco own vegan burgers.

I need my veggie/vegan burgers to be meaty rather than veg in bread crumbs.

I usually just have cheese and/or ketchup on mine. #NotAloneTalk",0
@thegrumpyloaf I like the No Bull burger and the Beyond Burger... I would have fried onions vegan Applewood cheese and gherkins 😁 #NotAloneTalk,0
@Joelisnothere They're definitely good. So are beyond burgers,0
"@JuliAuripolis Ja, das ist sicherlich auch für jeden interessant, der aus Überzeugung veggie ist.
Ich habe z.B. letztens einen Burger mit einem Pattie aus roten Linsen gehabt, und fand den durchaus einem Rindfleischburger ebenbürtig. Da fragte ich mich schon, wozu noch Beyond Meat?",1
"@KristosEmmanuel @maruja_vegana @socdelgado @genarolozano El veganismo incluso es anticapitalista, si crees que los veganos vivimos a base leche de almendras, blueberries, quinoa, beyond burger y demás comida empacada, tienes una idea equivocada. La mayoría vive de arroz con frijoles, habas, garbanzos, lentejas, avena, fruta, verdura.",1
Barbecue and Beyond combo burger causing traffic ear and dear 👉🏾🥺👈🏾 https://t.co/KPEiQiBKEF,0
@Nobilis619 @UberFacts Beyond Burgers taste like shit,1
making beyond burger and onion rings https://t.co/YkrwnKaWqQ,0
That beyond burger was love,0
Interesting and slightly worrying.. @McDonaldsUK 🤔 although there are strong rumours of a @BeyondBurger making an appearance on your menu in the New Year have you actually run out of stock till then? https://t.co/WcW0HIUaex,1
@TheStefanSmith It's not like it's In-n-out Burger or anything. 🤷🏽‍♂️,0
I never thought that i would crave a beyond burger but here we are...,0
"yay, Beyond Burger im Angebot! @METRO_DE",0
"When your local vegan restaurant starts selling

The Ultimate “Tier 3”  Beyond Burger

it’ll be rude not to get one delivered

📸 IG indigo_greens 💕🍔💕 https://t.co/0s71u3QMop",0
@lalathedonn 😭😭😭is it the beyond burger ?,0
Beyond Burger or Impossible Burger? That is the question.,0
once we all admit that bean burgers are superior THEN  we can dismantle all of the unnecessarily grotesque looking beyond meat brands,0
"@Morganjfaith 14 hour days
Sheetz (no beyond burger)
Rain
Cold
Suffering
New kengsington PA",1
"RocoMamas has a menu that goes far beyond your typical burger joint; it’s all about customisation.
#RocomamasInGhana",0
@veganstokes @BeyondMeat I have a Pomeranian and every time I cook Beyond Burgers she sits by my side and begs for me to share.🥰,0
@PreppyDude We like the beyond burger in my house,0
@grimbax Having made burgers with the Beyond stuff recently: the texture is almost identical to start with,1
"@natscloset @MomofTwonodigit I buy a lot of Quorn ""chicken"" and the Beyond Meat ""beef"" burgers and crumbles are pretty decent. I'm a carnivore but I make vegetarian for the hubby. Those brands I like. Plus Morningstar Farms corn dogs are yummy.",0
@ikasquidward rice &amp; beans. soy tacos. vegan nuggies. pasta. beyond burgers. sandwiches. all kinds of soups! wraps &amp; burritos. chinese “chicken” made w soy curls. so much,0
So this happened 😋 #kimichiburger #beyondburger #homemadechips #thevegangirlwithwavescoilsandcurls #veganfoodie #veganrecipes #asabovesobelowaswithinsowithout #asabovesobelow #aswithinsowithout https://t.co/XCQFtJ4v4C,0
beyond burger. we've literally been saying this. https://t.co/lg4HKpjYTp,0
@EHLittlewood @stevedovey3 @herbivore_club Have you tried Field Roast Chao? Great on sandwiches and beyond/impossible burgers,0
“Mommy you forgot to take a picture of my burger!” ... apparently I’m predictable 🤷🏻‍♀️😂 and we had a couple days of snow too... ah! #beyondburger #vegan #raisevegan https://t.co/zldmMlCcY9,0
"@girlandkat As intelligent as you seem, you're complaining on social media about a sandwich, which clearly looks to be fries on a bun, and nowhere does it say vegetarian. Should I complain that beyond doesn't make a meat variant of their meatless burger? You did get that at BURGER king right",1
@Nobilis619 @UberFacts I'm neither vegan nor vegetarian but i can attest to the quality of beyond burgers. I was actually shocked. Good stuff.,0
Terrilee has been an outstanding and loyal volunteer for years.  She’s gone way above and beyond once again with burgers for the staff!  @NickDeFelice1 #prideinside2021 #slaughterliveskind https://t.co/3zEJcojVC2,0
@DarrenMortgage @play107yeg @ryderfm beyond cranky burger and def not hormone free,0
Rudy ass tryna talk about people teeth falling out while he uses his tongue to put in place his own dentures is beyond satirical https://t.co/WJuz6t1N4j,1
Y’all kill me talkin bout “y’all still eatin slave food” as if folks that weren’t slaves were eating Beyond Burgers nshit in the 1800s..... bruh it’s just good! Let us enjoy things.,1
"FIRST OFF THE NEW ALDI BY MY HOUSE IS AMAZING

SECOND ALDI HAS BEYOND BURGERS FOR $3.99 RIGHT NOW",0
"@voteblue77 I've tried it, it's not bad, I've tried more than a few veggie burgers, &amp; the Beyond Meat is the best of them in my opinion.",0
"My body does not take the impossible burgers/beyond meat well, I get sick everytime. Back to beef for me",1
"That Friday Food Feeling😁
Thanks sammynicks for the 📸 - a spread of vegan goodness - gyozas, sticky edamame, beyond meat burger + our veggie chilli bowl🌿 https://t.co/EcGwYs3lAq",0
"smokehouse burger special 🚨 🍔 beyond burger with onion rings, tempeh bacon, smoky jalapeño garlic aioli, dairy cheddar or vegan cheese and bbq sauce on a bun #veganburger #veganmonster #dcvegan #novavegan #galaxyhut https://t.co/k3JYHm9RgE",0
@somieenwobu Idk 😭 I never had it. I tried a beyond burger from a local spot here and it was pretty good. I completely defeated the purpose cause I ordered bacon on it 😭,0
"Beef Patty, Chicken or Beyond Meat (ve) ? Grab your favourite Burger just for £5 between 12-4pm to kick off your weekend!⭐

#drafthouse #northcote #burgertime #happyhour #youdeserveit #enjoy #craftbeer #beer #publife #brewdog #happyhour #burger #pubfood https://t.co/3YtEc6yeQ5",0
"Exciting national launch of #plantbased chicken at California Pizza Kitchen! Plant-based is making moves beyond the burger format.

https://t.co/FyVPSGzbk0",0
"@Nobilis619 @UberFacts Beyond burgers are soy &amp; salt not real
Don't let them fool you",1
"Shorted some $bynd google search interest in Beyond Burger seems to have collapsed, mirroring the Nielsen data. https://t.co/S01IgIRCXb",0
"Otra unpopular opinion, las beyond burger son hamburguesas mediocres con sabor a humo",0
"Unpopular opinion
Linda McCartney &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; Beyond burger",0
"@panggi Oh Burgreens, gue belom sempet nyobain. Kalo Beyond dan Impossible di sini ada. Kalo buat burger patty gue lebih suka Impossible sih. Kalo sausage baru nyobain yang beyond.",0
"@jaimestaples I mean the beyond meat burger has to go , I’ll take beef patties please",0
Lmao McDonalds is doing fried chicken and KFC is doing beyond meat burgers. Up is down. God is dead &amp; hates us all. https://t.co/4NsY14t8fh,1
Beyond beef burgers 🍔 mania . @ 3012 https://t.co/ra13SNZRHH,0
"@lukenev13 @Nobilis619 @UberFacts The Beyond burger is actually very, very good tbf. I'm trying to cut down on meat and it's probably the best meat alternative burger I've tried. Close to the real thing",0
"foodwishes: RT @JLanz42: In honor of Halloween, here is my rendition of @foodwishes mini meat loaf ghosts.  I used ground beyond burger, onions, peppers, seasonings.  Served over plussed up BBQ sauce. I don't claim to be good at carving, lol. https://t.co/sAlKwISu4E",0
"@Punongbayan_ @charlesdlcruz While di pa available ang Impossible Burger here unfortunately, merong Beyond Burger available sa S&amp;R and thru Prime Pacific: https://t.co/xsaOhxERDJ

It's pricey though compared to tofu/tempeh/TVP, but if you're willing to splurge every now and then, masarap :)",0
@Damn_Kam Like beyond burgers? I like them!!,0
"What’s with the fake bloom, Beyond Burger?? https://t.co/pBzJ1rinaJ",1
"@JimBelushi Onion soup (slice onions into a slow cooker and add veggie broth when they've caramelized). If you're missing meat, Beyond Burgers and Beyond Sausage are great.",0
"@SadiqaReynolds Beyond Burgers/Sausages have been life-changing for me. ""Plant-based meat"" worked on me because it's still meat :) Love the taste. Since May I've given up about 90% of my beef/pork/chicken intake, and I don't miss animal-based meat at all.",0
@BratcherEric Beyond and impossible burgers! They also have sausages and other vegan meat options. 10/10,0
"@ethiclslut I just don’t understand it.
Like, was it only cool when rich a person donated vegan food? No one says anything about Snoop donating Beyond Burgers either.",0
Sushi place was closed so gonna get a vegan beyond burger from Grill'd and eat it on the grass,0
This beyond beef burger good asf.,0
"Sooo
Out of curiosity I got an A&amp;W
Beyond beef breakfast sausage burger. Took a bite and said NFW..
brought it home for Cooter.
He ate the egg bun but left the fake saus https://t.co/AvpDUK3gna",1
every time I bite into a beyond burger now I'm just like omg did they accidentally give me meat,0
@girlsgutsgiallo The person who made this meme is the same type of person who hates Beyond and Impossible Burger because they use GMOs,1
"In honor of Halloween, here is my rendition of @foodwishes mini meat loaf ghosts.  I used ground beyond burger, onions, peppers, seasonings.  Served over plussed up BBQ sauce. I don't claim to be good at carving, lol. https://t.co/sc43Hob6n9",0
"@Hey_Six I like them both tbh. There's a burger place here that does the impossible burger with a vegan cheese and it is the best. But every other impossible burger, I'd probably say I prefer the beyond.",0
@Bareburger What happened to your Vegan menu? Where did the Beyond meat burgers go..those were my favorite 😭,0
"@cursinggourmet I'm an omnivore and sometimes substitute for red meat. Beyond Meat is my preferred choice (after they made improvements sometime in the last year). Neither is a 100% substitute, but maybe 75%.

Caveat: I last tried the Impossible Burger a couple years ago.",0
Ptdrr mon frère qui m'envoie un lien pour acheter des burgers beyond meat 😂,0
@godihateitHere i had 2 beyond meat burgers,0
"Awesome #Vegan lunch! No moo beyond burger, no cluck egg and no moo jack cheese sammich. With vegan mayo, tomato and spinach. Fries from Basic Burger. And nettle tea to drink(CD4). Sgonna be gooood.. @ErinFox5DC https://t.co/FySUPW5cZ1",0
"The Beyond Burger is 100% plant based with no soy, no GMO’s and no cholesterol. Unlike many other plant-based burgers, the FRESH Beyond Burger™ weighs in under 500 calories! @ Wesley Chapel, Florida https://t.co/G4SyhAJHka",0
"Swiss and Alicia just ate at beyond burger, only difference is they ate it on a jet. So is the place you eat fast food or yall don’t won’t fast food because shit 🤷🏾‍♂️ you gotta eat https://t.co/SVMsshhYJH",1
@lisasardegna Side dish with beyond burger lettuce wrapped.,0
@hotgurlfugee Oooh I’ll try that next time I got the beyond meat burger with a poutine and somehow I still feel fainty. I was going to some spiritual business stuff but i got the temperance and the 4 of pentacles so my spiritual team is definitely telling me to rest,0
".@beyondburger on toasted cranberry multigrain bread with @MiyokosCreamery mozzarella, sauteed onions and mixed greens, with steamed potatoes topped with nutritional yeast. Side salad is mixed greens and leftover brussel sprouts, and I made vegan ketchup for the first time! 😁 https://t.co/GbUDXyWddL",0
@Wendys Is it that ur adding beyond burger or beyond chicken??? https://t.co/g2kLbDvsNL,0
"Why the MSM isn't demanding that Trudeau release the un-redacted documents is beyond me.  If this is a nothing burger than prove it and get on with it, but if not then why isn't the MSM demanding answers@CBCNews @CTVNews @PierrePoilievre @sunlorrie @erinotoole #TrudeauCorruption https://t.co/Hx7vePaJlP",1
@panelsandprose @beyondburger Looks awesome!,0
"I live Beyond Burger, too. https://t.co/N4JfadOSYU",0
"I love Beyond Meats ! I put it in tacos, spaghetti and chili and
of course, it makes Just Plain Burgers ! Best Product Ever. https://t.co/CdrsKS8mHM",0
@axematty I tried to google smash burger but it wasn’t clear. Weird because I thought Impossible was supposed to be even more akin than Beyond.,1
"As a Veteran I have always done what I can to help other Veterans any way I can! Excited to announce we just got our favorite Restaurant, Beyond Burger, to join us in giving FREE Burgers to local Vet's!! More info to come
#Veteran #BeyondBurger #ROW #AmericanDream https://t.co/lbVA4haPU4",0
Bed bath and beyond burgers https://t.co/L8BOcnk6Lm,0
@BeyondMeat Let's see what's up..... #firsttime #beyondburger https://t.co/6EaG97M0Mh,0
"Yesterday I had a Beyond Meat burger as part of a delicious lunch.

Usually I chunter on about why plant-based doesn’t need to look and taste like meat.

And often it doesn’t.

But it was fuckindelicious.

#foodcritic",0
@wef wants you to eat less meat. Why is that? So you can pay $35.31/kg for beyond burgers or $22/kg for a 50/50 hybrid. Today I bought this delicious beef rib roast for $15.40/kg. I wonder what they serve at their conferences to the world's elite? https://t.co/85lRLdn1ab,0
@SuzeQKnits After trying different products and almost giving  up hope I tried the beyond meat spicy sausage.Was so good I tried the burger patty. I’m now a big fan of Beyond meat.Enjoy your chili tonight.☘️,0
"@SuzeQKnits Sounds great, Suze! I like Beyond Meat but in a contest, I’d have to go with Impossible Burger. I’m making cauliflower spaghetti and impossible meatballs tonight. Enjoy your dinner!",0
I just made the best beyond burger,0
Great story Clarence. Check out what I bought today and look at the price. Beef rib roast for $15.40/kg whereas beyond sausage sells for $22.45/kg and beyond burger sells for $35.31/kg. I cut the beef rib roast  in to 6 steaks and had one for lunch. https://t.co/Qw1wk3pzC4 https://t.co/zLPxkAyrH4,0
"@spencer__law i did the exact same thing literally at the same time, beyond burger/egg/cheese scramble with salsa in a microwaved tortilla. lovely 😇",0
@SuzeQKnits Agree on the Beyond Meat. Impossible burger is junk food.,0
@SientoPapi Hellllll yea if it’s a beyond burger or veggie patty I’m Gucci to try......,0
"Had enough time to make myself a late lunch on a day which began w/an almond milk latte for breakfast

With a dash of this + dash of that, sprinkled on @BeyondMeat #beyondburger + @daiyafoods cheddar slice + mushrooms and peppers on @SCHARglutenfree bread = delicious lunch! https://t.co/oCH00V3kKw",0
I ate a burger salad but I used beyond meat so it was all veggies 🤷🏽‍♀️... I’m getting better at this.,0
"#VeganRecipeHour

These were gooood... especially with my garlic ranch, OMG. 🥰  Had 'em in the freezer, brought a few for my buddy last night (to have with his TWO Beyond burgers).... 😁👍

https://t.co/QaEZhCYLsf",0
"@cory32846634 @TomiLahren Right but you forgot the physical limitation.  Flipping burgers is way beyond what I’m capable of now.  I get tired just from even talking, the exertion of using my voice is draining.  So find me a job that I can sit in a chair and not use any energy",1
yves veggie burgers are so much better than the beyond meat ones and the impossible ones. and they're like half the price. amen amen,0
@brunchik Ik vind die Beyond Burgers wel echt heel erg lekker.,1
I finally ordered a custom Bob’s Burgers portrait of Spencer and I for his Christmas present and I’m beyond excited for it to get here 🥺,0
@SuzeQKnits I love those beyond beef burgers! never thought of sweet potato with chili -- but i could get down with that.,0
"@SuzeQKnits Beyond Meat is what I use; it's wonderful. Have made meatballs, meat loaves, burgers, and put in spaghetti sauce. May try on my cheese pizza next. Your supper sounds wonderful. Enjoy!",0
@FrasierHarry Had Beyond Burger tonight https://t.co/V0nNguOYlS,0
Beyond meat burgers may be nicer than quorn 😱😱,0
"@uneveganedes Oh non ! Tu vas être obligée de manger du pain et de l'eau ! 😱 Sans rire, le Beyond Burger avec du faux-mage fondu, c'est... https://t.co/cLuk32OpJR",0
"@CyrusNorth Ça arrive à tout le monde ! 😉 Pour ma part, j'ai mangé un steak de chez ""Beyond Burger"" le weekend dernier avec une copine qui n'est pas même végétarienne. Eh bien, on a été tous les deux bluffés : même texture, même goût, même odeur... Un délice avec le fromage vegan fondu ! 😍 https://t.co/ONZWlb5BfY",0
Mentally I am at the A&amp;W at Yonge &amp; Alexander St at 2:30AM waiting for my Beyond Meat Burger combo,0
"@keepingkayfabe Agree on the Miracle Whip.

Mayo in general goes well with deli turkey and chicken breast, sometimes pork tenderloin sandwiches, and with tomatoes (burgers, BLT, etc. fall under this umbrella, as long as there's tomato).

Beyond that, must be mixed with things, like potato salad.",0
"@SuzeQKnits How does it turn out with beyond meat? I have made tacos with it, but not chili. We love the burgers too of course.",0
"Me in Edmonton: I must eat every type of cuisine and fast food known to man and restaurant hop as if there’s no food at home

Me in Vancouver: don’t talk to me I only drink oat milk and beyond meat burgers with a side of almond butter and wash it down with collagen",1
#BeyondBurger for dinner tonight. Lovely and tasty. #Vegan https://t.co/EAv4t97YPA,0
I put capers on my beyond burger...please don’t judge me,0
@JadeEmilyyyyx Have you tried Beyond Meat or Impossible burgers!? Oh my days 🤤👌,0
"@Leafer1984 Naturally, this leads to the question of whether we are losing just steak, or beef altogether. Assuming the latter, it's still the best option - e.g. a good pork burger is a wonderful thing.

(I fully realize I'm taking this meme way beyond its intent. Fun exercise, though.)",0
@KatlegoLTweets Do we have burger and beyond in SA? 🤤,0
"@SuzeQKnits We are a vegetarian couple  and my husband loves Beyond Burger, I prefer Morningstar. 😊",0
"Imitation foods such as the Beyond Burger and the Impossible Burger are on the rise due to veganism's increasing popularity. Read more about the differences between these cruelty-free alternatives and their animal-based counterparts in this week's post!
https://t.co/K1SvjKh2A7 https://t.co/CNxIfxabqc",0
"Food truck : South of Broadway Kitchen Express will be open both Friday and Saturday.
My tacos last Saturday were delicious lots to choose even beyond burgers. https://t.co/HwAbXwbfBR",0
@EATegrity_Sonia I hate those fake meats. I got so sick from eating 'beyond meat 'burgers. Vegan and plant based doesn't always mean healthy,1
I wanna try and make a beyond burger but I’m scared 😆,1
"@McDonalds on 11mile &amp; Gratiot in Roseville, MI 48066 is beyond fucking canceled. Had a long black hair in my cheeseburger, and yes INSIDE THE BURGER, and they ask do I want another one... BITCH! Mind you I’ve vomited several times today off it &amp; they only refunded us $1.50... 🤮",1
@Coach_Galvin I have. Impossible Burgers are the best. Beyond Meat is not bad. I actually like Morningstar’s bacon as well. Tastes like bacon flavored baked chips.,0
"@Herofthewords That looks so good, I might just get a beyond burger for lunch today.",0
why are ppl so aggressive towards vegans like chill i’m not gonna tie u down &amp; force feed u beyond burgers 🙄🙄🙄,1
"@Ismael50382448 Unfortunately, we're phasing out the Beyond Burger due to lack of demand.",1
My father who is literally chewing tobacco as he says this: “I will NOT eat any of that beyond burger fake meat stuff. I’ve read that it is so bad for you.”,1
sorry to say but kripik umi ajis &gt; beyond sriracha burger by the safehouse,1
"@AshwinRaman_ You can replace that burger patty with chicken, turkey, salmon or a beyond meat patty and not lose a whole lot. You cannot replace pizza, nor wings, nor steak. My disappointment is immeasurable.",1
That beyond burger have you in the bathroom beyond 20 minutes 🥴,0
"😂😂 my son just hung up on me after telling him we are having beyond burgers today for dinner

This guy is sick of me",1
one thing ill never try is that beyond burger,0
If you like beyond burgers better than black bean that’s wierd lol,0
Beyond meat は苦手なんだけど、Impossible burger はあり。 https://t.co/RRvsgmB4vW,0
"@MsGenevieve_ Patty &amp; Bun, Honest Burger, Burger &amp; Beyond, Flank, The Ivy, Hawksmoore, Harrods (Topfloor burger bar), Byron. Some of the ones I can think of off head",0
Burgers n Beyond is a burger find off I-35W near @JPS_Health. Order through any delivery service https://t.co/zemje9qBll,1
"chanting ""this burger will make you female"" as i begin to consume the first of the day's dozen Beyond Breakfast Sausage Sandwiches https://t.co/H37aBON3BN",0
"Hmm, no thanks. 🤔 Needing a towel to eat a burger is beyond the pale. It looks like lava cake in a bun. 😜 https://t.co/wNiypgZXE9",0
"@blainehodder @KFost24 Beyond is a solid product, but the run up to $200 range was on a rumor from a vegan FB page that MCD would roll out a Beyond burger in U.K. despite cutting the trial in Canada. I think fair value is $70-$80, whole space w/ 18% CAGR is about $12bn by 2025. BYND mkt cap is $10bn.",0
I could use one beyond burger with extra mushrooms and onions rn,0
Trying the Beyond Burger at @SpurRestaurant in Hermanus... And I'll be dimma damned! It legit tastes like beef. #Vegan https://t.co/4oAWZ7Z4Tm,0
@Breit1138 @herbivore_club Footage of the meat industry when beyond burgers and plant based burgers started turning up in supermarkets 😂 https://t.co/j7bn5z1Tdb,0
"@arrington I don’t eat mammals for essentially this reason.  Pigs also are clearly smart, playful, etc.  it’s an easy diet to maintain - you can still eat chicken and chicken is everywhere, and now with beyond burgers I never look back.",0
"@herbieharry The vegan pastrami is so good, it’s a beyond burger moment for me. 🌱 🥂",0
"Our canal-side kiosk is nestled in Camden Market, complete with Burger &amp; Beyond classics like the Double Bacon Cheeseburger. Find us flipping patties every day from 12pm. https://t.co/5cMmxZyX0P",0
@songbird_runner @omniai The Beyond meatballs are okay! I had them the other night with some pasta and spinach artichoke sauce. They definitely kept a great consistency which is what I also like about the burgers,0
"@Jesteresse Vorgestern Burger mit beyond meat oder Grillgemüse, gestern Backcamembert mit Salat, heute Pommes mit Mais Kolben, morgen flammkuchen mit Gemüse drauf, am wochenende mexikanische Sachen (Tortilla, Taco, Chili sin Carne:)",0
"@spod1000 @BasherRedux Well, I should go with spinach and tomato on rye, but I think I’d celebrate and splurge with a Beyond Burger.",0
"@NaomiLWood @DavidButler34 @mendipfarmer Aye. It's aimed at meat eaters looking to reduce their meat consumption and those craving that umami sensation. Fwiw the people I know (meat eaters all), who have tried the beyond meat burgers, have enjoyed them.",0
"Stahp! 😭😭😭 RT @Rodiah: Them beyond burgers be kickin in my belly.

It’s the souls.

Cuz they’re made out of  people.

#SoylentGreen https://t.co/x3ACJIGJVH",0
"@McDonaldsUK @DebJane22 Maybe put some decent vegetarian options on the menu instead? A veggie burger full of peas and sweetcorn is a bit 1980s? So many options, quorn, beyond and impossible products for example.",1
"Amongst cats, at least my cat Doro in particular, there is no contest between the Beyond burger and Impossible Burger. She will kill for Impossible, walks away from Beyond. Impossible is the only veggieburger that has ever fooled her.",1
"@MorningStrFarms ignores their customers. Clearly, your customer relations and marketing departments are run by overpaid incompetents or overworked serfs. #MorningStar #Morningstarfarms #BuyBeyondBurgerProductsInstead #BeyondBurger https://t.co/uAuDkFrxPI",0
@AGoldmund Honestly beyond burgers rip,0
Tried the beyond burger for dinner tonight and it didn’t suck. Pleasantly surprised at the taste + texture as well https://t.co/5uNcPaWZyp,1
Tried a burger king beyond burger and I gotta be honest I hated it about as much as I'd probably hate a normal burger from thay establishment,1
@Bitter_Bits @BeyondMeat Nice! Unos and Wild Wings both have a great Beyond Meat/Impossible burger. The BK does a decent job too if you're craving a burger and that's you're only option. I think Lowes Foods has more options than just burgers. Definitely something to try.,0
damn beyond burger is actually not bad,1
Alguien por favor quiere pensar en las Beyond Burgers? https://t.co/oc1w7ih6bW,0
Beyond burgers with no Bun👀 Definitely on a trip with my wife😳 😂 https://t.co/DW0QnwmGxl,0
@audpod95 bean burgers &gt; beyond meat any dayyyy,0
"@SammyTheFatty You are wrong. Supported by the fact that they are now offering more vegan &amp; plant based options. Carl’s Jr. has Beyond Burger, Burger King has Impossible Whopper, the pizza places will be offering vegan options soon. Catch up anytime.",1
@n8dom The lies they are willing to say in order to try to turn this nothing burger into something are beyond my comprehension.,1
"@EightBitWarrior It's actually very good, but I was never a whopper fan when I was a meat eater. I think the impossible and beyond burger patties are both top notch.",0
"@Gfilche We see these companies like tesla, beyond meat, impossible burger, and dozens of others taking sustainability into their own hands. In your opinion, how important is it that the government gets more involved and what would you like to see done.",0
"Can confirm that the @ImpossibleFoods Burger is much better than Beyond Meat!

Happy to finally have that option available in Canada 🇨🇦!

(Stop by @sobeys if you’re looking to give them a try.) https://t.co/oi182fNrCj https://t.co/0LBJETq3ss",0
"@whats_up23 @packtweeet @KevinMattera @katieperalta @langstonwertzjr Plant based foods are a big example of innovation by small companies in a competitive market, beyond burgers and impossible burgers for example, plant based milks and other products, etc",0
I am happiest when eating a Beyond Burger,0
"@MoireAnnice The beyond and morning start breakfast sausage are good. The beyond “beef” crumbles and the burgers. And the Morningstar chicken patties. I’ve tried black bean burgers, but I’m not a fan 🥴 beyond has Italian sausage and breakfast links that I want to try",0
"@CutlerRidgeLAZ @CGang85 @Ballgameboss It's BK, man.
Now... the ONLY fake ass shit I've had that was passable:
The Dunkin Donuts Beyond Sausage sammich.

That was OK. Had it a few times.

them fake burgers?
🤢🤢🤢🤢🤮",1
"@ogravebby Impossible burger &gt;&gt;&gt; beyond burger BUT Beyond sausages are king, any variety 😋",0
@angrycrab @DeborahMeaden @vegebutcheruk Beyond burgers are fantastic.,0
@CraigPaton @GustaffoVargas I've been having those Beyond Meat burgers lately. it's fascinating how accurately they feel and taste compared to the real thing.,1
"@UncleMaui @DevinD33 Always a scone. beyond that you can't go wrong, but I'm a huge fan of the pastrami burger or the buffalo chicken.",1
@ogravebby I haven't tried beyond meat yet but I do love the impossible meat we use at my restaurant. And I usually don't like veggie burgers or imitation meat camee I do eat the real thing so I was happily surprised,0
Remember when a&amp;w first dropped the beyond meat burger and she sold out almost immediately for like months,0
@guess_wat_idgaf How to beyond burgers taste? I want to change my diet badly 🥴😭,0
"Another @hungryroot creation

@beyondmeat beyond burger (260 cals)
Zucchini &amp; Lettuce
@traderjoes mashed potatoes (130 cals)
@hungryroot spinach &amp; artichoke dip (3T = 68cals) https://t.co/Jlv5wzfCBT",0
"Thought I was gonna make salmon for dinner, but it looks Iike im going vegan with the Beyond Burger",1
"37. Home Movies
38. Bob's Burgers
39. Bojack Horseman
40. Rick and Morty
41. The Boondocks
42. Unikitty
43. OK KO! Let's Be Heroes
44. DuckTales (2017)
45. King of the Hill
46. Batman Beyond
47. SWAT Kats
48. Superman: TAS
49. Courage the Cowardly Dog
50. Gargoyles",0
I’m actually enjoying the side salad more then this veggie beyond burger 🤞🏾🤞🏾,0
@cincychris1965 Cheers to the beyond burger 🍔🙃,0
Io ho provato il fake-burger di Beyond Meat e mi è piaciuto tantissimo. Spero che questi prodotti arrivino nei supermercati al più presto 🥺 https://t.co/A3o54vFYPo,1
@BadgurlJac Lol and it is not today.  Mexican for lunch and a beyond burger for dinner 😁,0
"@mizirritating Idk where you live so it’s hard to know if you have the same product but seasoned packaged tofu like satay or japanese etc is good, beyond meat burgers like fake meat and vegan chicken in freezer section.",1
"Vegan restaurants so proud of they beyond burgers and impossibles, fuk that lab meat i wanna see house blend",0
Just cooked up this beyond burger that mufucka just went tooo crazy.,1
